Gene stable ID	Chromosome/scaffold name	Gene start (bp)
ENSG00000269565	19	50758382
ENSG00000265359	17	40850800
ENSG00000142511	19	50770464
ENSG00000239282	22	30285117
ENSG00000184752	12	94897055
ENSG00000106018	7	159028175
ENSG00000147162	X	71533104
ENSG00000163531	1	204828651
ENSG00000183305	X	152714586
ENSG00000183255	21	44849585
ENSG00000268375	19	50792685
ENSG00000261341	19	50776141
ENSG00000233935	CHR_HSCHR6_MHC_COX_CTG1	29716960
ENSG00000260055	CHR_HSCHR6_MHC_COX_CTG1	29794107
ENSG00000214087	17	81681174
ENSG00000142513	19	50790415
ENSG00000232810	6	31575565
ENSG00000224320	CHR_HSCHR6_MHC_COX_CTG1	29879141
ENSG00000279265	7	127349833
ENSG00000134531	12	13196723
ENSG00000268529	19	41134722
ENSG00000224476	19	41169861
ENSG00000253680	8	85617344
ENSG00000270971	8	85642777
ENSG00000273567	8	85654684
ENSG00000205176	8	85656442
ENSG00000257896	12	43736628
ENSG00000164050	3	48403854
ENSG00000213940	5	53206561
ENSG00000055813	2	56183990
ENSG00000285831	5	53297872
ENSG00000224565	20	47391925
ENSG00000240052	5	53413504
ENSG00000167600	19	41193210
ENSG00000167747	19	50797704
ENSG00000229957	20	46168404
ENSG00000213302	7	122234531
ENSG00000234075	20	47478214
ENSG00000276519	16	81987948
ENSG00000258629	14	65879592
ENSG00000184860	16	81988855
ENSG00000258960	14	65900932
ENSG00000227507	6	31580525
ENSG00000226702	2	55963191
ENSG00000235058	3	50341106
ENSG00000233251	2	56173534
ENSG00000128165	22	50481543
ENSG00000242728	3	70140217
ENSG00000263234	16	13953155
ENSG00000242120	3	70194479
ENSG00000004838	3	50341110
ENSG00000232522	Y	20001185
ENSG00000240405	3	69999550
ENSG00000271894	2	56147630
ENSG00000229805	2	56077417
ENSG00000272180	2	55952158
ENSG00000273512	15	78749833
ENSG00000240395	8	42341767
ENSG00000238166	15	78752107
ENSG00000070501	8	42338454
ENSG00000216723	6	114019621
ENSG00000216471	6	114084168
ENSG00000253868	8	124044395
ENSG00000237674	6	52739590
ENSG00000185359	17	81683326
ENSG00000254249	8	124036010
ENSG00000047230	X	16587999
ENSG00000253885	8	124151923
ENSG00000135870	1	173931084
ENSG00000183055	10	58715554
ENSG00000214814	8	123851987
ENSG00000122870	10	58512872
ENSG00000231419	7	159006522
ENSG00000226509	7	153968665
ENSG00000228341	7	107450083
ENSG00000233363	7	154092201
ENSG00000115568	2	218637916
ENSG00000203335	7	154055286
ENSG00000229897	9	98606833
ENSG00000019991	7	81699010
ENSG00000163166	2	127436207
ENSG00000229943	1	74963314
ENSG00000105856	7	107168961
ENSG00000287184	7	159107761
ENSG00000286119	4	182828100
ENSG00000272646	4	182881777
ENSG00000153250	2	160272151
ENSG00000130226	7	153887097
ENSG00000181171	8	123984138
ENSG00000167601	19	41219223
ENSG00000250727	8	124141888
ENSG00000277335	CHR_HSCHR19_4_CTG3_1	54505847
ENSG00000254000	8	123924759
ENSG00000226770	7	127476883
ENSG00000228499	2	235882362
ENSG00000222007	2	235773855
ENSG00000261186	2	242087351
ENSG00000218792	6	152705735
ENSG00000235529	2	235505751
ENSG00000120279	6	152697895
ENSG00000271034	3	70125070
ENSG00000244528	2	242122287
ENSG00000220804	2	242088633
ENSG00000157985	2	235494043
ENSG00000092096	14	23346306
ENSG00000180279	19	50808874
ENSG00000185100	14	104724186
ENSG00000258839	16	89912119
ENSG00000286869	12	13238582
ENSG00000284711	19	50808145
ENSG00000198211	16	89919165
ENSG00000167748	19	50819146
ENSG00000259006	16	89919827
ENSG00000267048	16	89906157
ENSG00000280486	19	1385473
ENSG00000224160	2	242119856
ENSG00000141002	16	89873570
ENSG00000236535	1	174009267
ENSG00000279168	7	102579104
ENSG00000284981	7	102538417
ENSG00000115286	19	1383527
ENSG00000180861	12	13371089
ENSG00000226260	CHR_HSCHR6_MHC_MANN_CTG1	32478466
ENSG00000139684	13	46771256
ENSG00000228049	7	102665368
ENSG00000276006	8	85714922
ENSG00000232793	1	245282831
ENSG00000275928	8	85733419
ENSG00000232192	1	245206444
ENSG00000276540	8	85744543
ENSG00000260161	16	82120638
ENSG00000271381	8	85762909
ENSG00000273079	12	13437942
ENSG00000086696	16	82035004
ENSG00000162849	1	245154985
ENSG00000263219	17	4222091
ENSG00000205238	7	102551232
ENSG00000167740	17	4143168
ENSG00000249012	4	151259503
ENSG00000267968	19	50830530
ENSG00000250350	4	151279030
ENSG00000112655	6	43076307
ENSG00000189099	4	151277171
ENSG00000273210	21	37365477
ENSG00000270249	7	102541501
ENSG00000285729	15	72858354
ENSG00000174562	19	50825289
ENSG00000259259	15	72899399
ENSG00000267645	7	102637049
ENSG00000146834	7	100428790
ENSG00000100485	14	50117130
ENSG00000184515	X	102153708
ENSG00000255266	11	57870322
ENSG00000255303	11	57861948
ENSG00000270681	4	151139991
ENSG00000232028	2	37325340
ENSG00000261235	16	82044336
ENSG00000109686	4	151102751
ENSG00000226421	7	32471513
ENSG00000251525	X	102173100
ENSG00000277938	20	25229150
ENSG00000238224	1	245614773
ENSG00000285925	2	37339957
ENSG00000274414	20	25239007
ENSG00000231612	1	245673732
ENSG00000115828	2	37342827
ENSG00000229305	1	8189824
ENSG00000261532	16	2211997
ENSG00000271153	2	242175181
ENSG00000184207	16	2211593
ENSG00000240821	15	66379337
ENSG00000075131	15	66336191
ENSG00000227634	1	8201518
ENSG00000278211	CHR_HSCHR15_3_CTG8	44729020
ENSG00000231731	2	127455394
ENSG00000233645	1	8218190
ENSG00000232987	11	1991096
ENSG00000078487	7	100400826
ENSG00000182685	16	2209253
ENSG00000267474	19	14458401
ENSG00000259018	14	23356406
ENSG00000123143	19	14433053
ENSG00000145833	5	134758771
ENSG00000100842	14	23356403
ENSG00000272854	7	107579557
ENSG00000166145	15	40844018
ENSG00000105865	7	107563484
ENSG00000231867	21	42508624
ENSG00000262049	17	81701324
ENSG00000287928	12	13582031
ENSG00000275902	17	81697025
ENSG00000160190	21	42496008
ENSG00000256306	12	13526854
ENSG00000235956	CHR_HSCHR6_MHC_SSTO_CTG1	32156028
ENSG00000277935	12	13540231
ENSG00000274968	CHR_HSCHR19_4_CTG3_1	54529653
ENSG00000167965	16	2204248
ENSG00000106153	7	56101573
ENSG00000166734	15	44288719
ENSG00000180714	11	57917297
ENSG00000182162	X	1462581
ENSG00000254749	11	57945598
ENSG00000154511	1	92832737
ENSG00000254601	11	58005386
ENSG00000251044	5	68374765
ENSG00000248884	5	68430427
ENSG00000162426	1	8317826
ENSG00000259994	10	30302826
ENSG00000243711	15	78863247
ENSG00000249588	5	68523878
ENSG00000248359	5	68508223
ENSG00000185787	15	78810487
ENSG00000107882	10	102503972
ENSG00000265683	17	27351858
ENSG00000266313	17	27333241
ENSG00000142515	19	50854915
ENSG00000279051	11	58030930
ENSG00000275521	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	54906121
ENSG00000255131	11	58077348
ENSG00000172377	11	58116742
ENSG00000239974	CHR_HSCHR6_MHC_SSTO_CTG1	32172254
ENSG00000149636	20	36751791
ENSG00000236541	11	58040708
ENSG00000254853	11	58072378
ENSG00000186508	11	58144495
ENSG00000166090	14	23372809
ENSG00000186509	11	58023881
ENSG00000272569	11	58171098
ENSG00000272685	11	58108720
ENSG00000227336	13	60214352
ENSG00000169906	X	16650158
ENSG00000255146	11	58044110
ENSG00000228764	Y	20390051
ENSG00000137332	CHR_HSCHR6_MHC_COX_CTG1	30870863
ENSG00000122406	1	92832013
ENSG00000262983	16	21194847
ENSG00000254307	8	94791643
ENSG00000229236	Y	20464916
ENSG00000106355	7	32485338
ENSG00000103310	16	21197450
ENSG00000156162	8	94719703
ENSG00000234160	9	37509150
ENSG00000277438	Y	20570222
ENSG00000268235	X	102215301
ENSG00000181852	12	56202179
ENSG00000273553	16	27687182
ENSG00000047578	16	27550133
ENSG00000239930	21	42496539
ENSG00000181904	5	134845680
ENSG00000235772	21	42560374
ENSG00000225711	1	179220938
ENSG00000231564	1	179201705
ENSG00000160188	21	42472486
ENSG00000143322	1	179099330
ENSG00000108582	17	30378927
ENSG00000276998	8	85775106
ENSG00000274343	8	85790382
ENSG00000270416	8	85802574
ENSG00000183111	5	149551947
ENSG00000272777	4	99067256
ENSG00000277436	8	85814767
ENSG00000277422	8	85826865
ENSG00000258947	16	89921392
ENSG00000241179	5	134804778
ENSG00000234164	CHR_HSCHR6_MHC_MANN_CTG1	32498480
ENSG00000253154	8	85833377
ENSG00000223359	CHR_HSCHR6_MHC_MANN_CTG1	32524368
ENSG00000224230	CHR_HSCHR6_MHC_MANN_CTG1	32555366
ENSG00000285768	8	85851446
ENSG00000287927	8	85973793
ENSG00000214881	10	68544489
ENSG00000196188	1	206009264
ENSG00000086061	9	33025273
ENSG00000259595	15	44402685
ENSG00000228892	CHR_HSCHR6_MHC_SSTO_CTG1	32175884
ENSG00000250130	15	44354691
ENSG00000261183	15	40835808
ENSG00000259499	15	44387320
ENSG00000242768	4	21656511
ENSG00000248343	4	21697450
ENSG00000275263	16	30956872
ENSG00000286318	4	21520854
ENSG00000229052	1	92930696
ENSG00000134363	5	53480626
ENSG00000163138	4	20696282
ENSG00000122970	12	110124335
ENSG00000224517	13	46852143
ENSG00000073150	22	50170731
ENSG00000099381	16	30957754
ENSG00000235708	CHR_HSCHR6_MHC_MCF_CTG1	33333046
ENSG00000102468	13	46831550
ENSG00000238213	13	60274776
ENSG00000277549	13	60322591
ENSG00000274788	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54709037
ENSG00000253284	12	19147074
ENSG00000258884	14	90820064
ENSG00000052126	12	19129752
ENSG00000274480	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54724486
ENSG00000234590	13	47307082
ENSG00000236408	7	154838388
ENSG00000286461	7	154544169
ENSG00000269652	19	41221426
ENSG00000270114	7	154026287
ENSG00000197894	4	99070978
ENSG00000279628	15	20658900
ENSG00000261329	16	27678940
ENSG00000275918	CHR_HSCHR19_4_CTG3_1	54540656
ENSG00000258590	15	20657638
ENSG00000228657	10	102572757
ENSG00000261736	16	27643199
ENSG00000262097	16	14001320
ENSG00000165948	14	94081301
ENSG00000230316	7	122303658
ENSG00000227826	CHR_HSCHR6_MHC_MANN_CTG1	32574846
ENSG00000279196	16	30984630
ENSG00000182585	4	74308470
ENSG00000115598	2	102187006
ENSG00000099377	16	30985207
ENSG00000128610	7	122301303
ENSG00000224949	X	54147372
ENSG00000184083	X	54068324
ENSG00000240083	5	88381957
ENSG00000137944	1	88935773
ENSG00000164180	5	88189633
ENSG00000275452	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54738501
ENSG00000233853	CHR_HSCHR6_MHC_MANN_CTG1	32621417
ENSG00000238248	CHR_HSCHR6_MHC_MANN_CTG1	32674660
ENSG00000170860	3	14178817
ENSG00000275038	5	171305980
ENSG00000164438	5	171309248
ENSG00000287797	1	92978265
ENSG00000229435	7	159231435
ENSG00000135506	12	57693955
ENSG00000167751	19	50861568
ENSG00000205716	2	102249857
ENSG00000213393	5	171345343
ENSG00000013306	17	44319625
ENSG00000213131	6	127355756
ENSG00000254012	5	171366299
ENSG00000254256	5	171365595
ENSG00000220744	6	127362513
ENSG00000198692	Y	20575776
ENSG00000220522	6	127416535
ENSG00000188596	12	96489571
ENSG00000220694	6	127435636
ENSG00000171431	17	40875889
ENSG00000154767	3	14145147
ENSG00000186513	11	58189070
ENSG00000143575	1	154272589
ENSG00000255330	6	127438406
ENSG00000248015	19	1392170
ENSG00000197887	11	58203202
ENSG00000280204	11	58212720
ENSG00000287316	2	37466781
ENSG00000180475	11	58227882
ENSG00000269405	X	102247167
ENSG00000108244	17	40922700
ENSG00000145425	4	151099624
ENSG00000236213	2	37562486
ENSG00000163171	2	37641882
ENSG00000169895	X	16719612
ENSG00000242399	8	100776512
ENSG00000212994	8	100895771
ENSG00000260368	8	100913247
ENSG00000254589	11	58242043
ENSG00000172772	11	58266792
ENSG00000272900	11	58291826
ENSG00000255218	11	58317637
ENSG00000182973	3	32685145
ENSG00000253675	8	86098965
ENSG00000189367	6	127438406
ENSG00000227753	8	86016819
ENSG00000243761	8	86043102
ENSG00000213516	1	88979456
ENSG00000147613	8	86047109
ENSG00000165949	14	94104836
ENSG00000143921	2	43831942
ENSG00000286067	12	120218070
ENSG00000275936	12	120224744
ENSG00000240925	12	120247460
ENSG00000255857	12	120201291
ENSG00000227694	17	61069871
ENSG00000266934	17	61382785
ENSG00000147614	8	85987323
ENSG00000224011	17	60727165
ENSG00000267449	17	61069856
ENSG00000149654	20	46173739
ENSG00000267207	17	61034636
ENSG00000273746	X	102259043
ENSG00000260409	15	20729747
ENSG00000277725	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54754632
ENSG00000197692	11	89293745
ENSG00000214338	6	127472794
ENSG00000268475	19	41425359
ENSG00000077498	11	89177875
ENSG00000277744	19	41373971
ENSG00000056050	4	169729470
ENSG00000141376	17	60677453
ENSG00000204978	19	41443156
ENSG00000197976	X	1591604
ENSG00000115602	2	102311502
ENSG00000197588	19	50882096
ENSG00000142039	19	41310172
ENSG00000130590	20	63974116
ENSG00000276983	CHR_HSCHR19_4_CTG3_1	54560000
ENSG00000138075	2	43812472
ENSG00000102081	X	147911919
ENSG00000268279	3	14135217
ENSG00000228242	3	14144637
ENSG00000261856	16	14018880
ENSG00000129187	4	182890060
ENSG00000167749	19	50906352
ENSG00000124882	4	74365145
ENSG00000262967	17	50693448
ENSG00000154945	17	50693198
ENSG00000259383	15	20759311
ENSG00000259443	15	20773084
ENSG00000089159	12	120210439
ENSG00000105341	19	41431318
ENSG00000241357	7	100435257
ENSG00000160813	7	100435282
ENSG00000287323	5	149694237
ENSG00000243822	3	149357169
ENSG00000170876	3	14125015
ENSG00000279297	11	89297717
ENSG00000235336	CHR_HSCHR6_MHC_APD_CTG1	31930215
ENSG00000234477	17	40921430
ENSG00000196859	17	40958417
ENSG00000250532	4	74418917
ENSG00000255431	11	58343737
ENSG00000275736	CHR_HSCHR19_4_CTG3_1	54094679
ENSG00000233241	CHR_HSCHR6_MHC_COX_CTG1	29898045
ENSG00000255096	11	58348989
ENSG00000231998	CHR_HSCHR6_MHC_COX_CTG1	29899284
ENSG00000232141	CHR_HSCHR6_MHC_COX_CTG1	30021567
ENSG00000255333	11	58354004
ENSG00000155846	5	149730298
ENSG00000232011	CHR_HSCHR6_MHC_COX_CTG1	29946103
ENSG00000236572	2	37744333
ENSG00000137403	CHR_HSCHR6_MHC_COX_CTG1	29716754
ENSG00000197786	11	58358124
ENSG00000225402	2	37816915
ENSG00000233499	11	58365836
ENSG00000240211	7	100436204
ENSG00000273408	11	58387583
ENSG00000253699	8	86180418
ENSG00000116353	1	29192657
ENSG00000237949	10	58999482
ENSG00000237740	10	87376896
ENSG00000172769	11	58402464
ENSG00000223433	2	207654781
ENSG00000224137	2	207662375
ENSG00000237803	2	37820498
ENSG00000213082	2	207681590
ENSG00000167910	8	58490178
ENSG00000225407	5	76691439
ENSG00000249713	5	76606608
ENSG00000250574	5	76510440
ENSG00000181104	5	76716126
ENSG00000185290	7	56114681
ENSG00000172365	11	58421264
ENSG00000213638	19	1905399
ENSG00000228674	19	50927079
ENSG00000230191	7	56163145
ENSG00000233028	7	56175634
ENSG00000137802	15	41774434
ENSG00000285670	7	56214979
ENSG00000254103	8	58503588
ENSG00000227491	7	56228634
ENSG00000226888	10	59088701
ENSG00000187758	4	99276369
ENSG00000226557	10	59136625
ENSG00000227500	19	1905372
ENSG00000223559	7	56288230
ENSG00000276423	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54802859
ENSG00000231382	3	36616006
ENSG00000142330	2	240586734
ENSG00000145703	5	76403285
ENSG00000224155	7	56304678
ENSG00000203462	7	56322804
ENSG00000231299	7	56360362
ENSG00000261213	1	75122518
ENSG00000270549	1	62530636
ENSG00000278967	1	62607766
ENSG00000132855	1	62597520
ENSG00000249065	4	99160514
ENSG00000198099	4	99123657
ENSG00000224149	1	75129974
ENSG00000227600	CHR_HSCHR6_MHC_SSTO_CTG1	32160569
ENSG00000224127	1	75127830
ENSG00000228501	13	100150481
ENSG00000234650	13	100464440
ENSG00000162624	1	75128434
ENSG00000280169	13	100537365
ENSG00000287330	13	100338982
ENSG00000270632	13	100198187
ENSG00000224356	13	100535741
ENSG00000175198	13	100089015
ENSG00000279083	9	35360540
ENSG00000115604	2	102311529
ENSG00000198722	9	35161992
ENSG00000122741	9	37800554
ENSG00000213703	1	62641122
ENSG00000251195	4	129177386
ENSG00000274610	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54771258
ENSG00000275237	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54789912
ENSG00000146857	7	135231979
ENSG00000250636	4	183028601
ENSG00000185022	22	38200767
ENSG00000286821	4	183017426
ENSG00000250306	5	88382948
ENSG00000258846	12	96900697
ENSG00000247828	5	88268891
ENSG00000276067	7	135246113
ENSG00000230219	4	183037665
ENSG00000273180	4	183075480
ENSG00000272784	4	183094423
ENSG00000163424	3	119146151
ENSG00000122696	9	37879400
ENSG00000169035	19	50976468
ENSG00000250193	4	129299175
ENSG00000250066	5	68963246
ENSG00000250289	5	68854910
ENSG00000249335	5	68792609
ENSG00000258871	14	72552580
ENSG00000286333	14	72515407
ENSG00000267107	19	41449520
ENSG00000249352	5	68970692
ENSG00000036672	11	119355215
ENSG00000258847	14	65957297
ENSG00000258420	15	20775464
ENSG00000234242	CHR_HSCHR6_MHC_COX_CTG1	29982716
ENSG00000277651	14	65986967
ENSG00000227027	CHR_HSCHR6_MHC_COX_CTG1	29888080
ENSG00000256966	9	37512547
ENSG00000241880	CHR_HSCHR6_MHC_COX_CTG1	29720644
ENSG00000266356	17	27411438
ENSG00000274714	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54819131
ENSG00000275290	CHR_HSCHR19_4_CTG3_1	54581134
ENSG00000259089	15	20813299
ENSG00000235340	CHR_HSCHR6_MHC_COX_CTG1	29983944
ENSG00000225624	Y	20727254
ENSG00000274499	15	20803505
ENSG00000228220	CHR_HSCHR6_MHC_COX_CTG1	29996087
ENSG00000250237	5	69038518
ENSG00000286247	Y	20725331
ENSG00000246090	4	99088805
ENSG00000249183	5	69068925
ENSG00000229204	4	169791221
ENSG00000248625	4	169832653
ENSG00000226822	1	108040263
ENSG00000287660	4	169849053
ENSG00000114638	3	119173517
ENSG00000248319	4	169917761
ENSG00000280326	8	140591684
ENSG00000227379	20	25368275
ENSG00000279766	8	140572142
ENSG00000232454	9	37836044
ENSG00000276952	20	25284915
ENSG00000287298	4	169921417
ENSG00000107338	9	37915898
ENSG00000213025	10	68632371
ENSG00000288003	4	169912705
ENSG00000123908	8	140520156
ENSG00000229657	1	204946608
ENSG00000274507	20	25251008
ENSG00000184381	22	38111495
ENSG00000138336	10	68560337
ENSG00000251200	4	169945981
ENSG00000182732	14	71932429
ENSG00000280334	16	67006672
ENSG00000287197	1	204822664
ENSG00000237934	1	29223933
ENSG00000100994	20	25248085
ENSG00000172824	16	66988589
ENSG00000259214	15	20826454
ENSG00000172955	4	99202638
ENSG00000109321	4	74445136
ENSG00000224006	CHR_HSCHR6_MHC_COX_CTG1	29995625
ENSG00000206446	CHR_HSCHR6_MHC_COX_CTG1	29720576
ENSG00000083544	13	60396457
ENSG00000249955	4	169981744
ENSG00000198948	4	169986597
ENSG00000107371	9	37766978
ENSG00000144791	3	45555394
ENSG00000227583	10	68674356
ENSG00000260400	10	68698500
ENSG00000225346	CHR_HSCHR6_MHC_COX_CTG1	29785655
ENSG00000232331	CHR_HSCHR6_MHC_COX_CTG1	29917929
ENSG00000251581	CHR_HSCHR6_MHC_COX_CTG1	29735695
ENSG00000270494	10	68717311
ENSG00000224118	CHR_HSCHR6_MHC_COX_CTG1	29849539
ENSG00000229995	CHR_HSCHR6_MHC_COX_CTG1	29806254
ENSG00000254645	11	15701265
ENSG00000223708	CHR_HSCHR6_MHC_COX_CTG1	29931616
ENSG00000233462	CHR_HSCHR6_MHC_COX_CTG1	29796886
ENSG00000175832	17	43527844
ENSG00000230413	CHR_HSCHR6_MHC_COX_CTG1	29820648
ENSG00000254946	11	15552855
ENSG00000237120	CHR_HSCHR6_MHC_MANN_CTG1	32677106
ENSG00000254789	11	15571817
ENSG00000254695	11	15605484
ENSG00000240174	11	84639993
ENSG00000272969	4	55547112
ENSG00000255311	11	83643602
ENSG00000249942	4	74552584
ENSG00000286960	11	15864452
ENSG00000285417	1	206035253
ENSG00000182035	20	38581195
ENSG00000254684	11	85336075
ENSG00000213305	11	85020785
ENSG00000254897	11	85452282
ENSG00000254629	11	83789977
ENSG00000255396	11	84997226
ENSG00000254713	11	84545131
ENSG00000077348	19	41386374
ENSG00000255555	11	84936689
ENSG00000230530	3	45676369
ENSG00000250257	11	83814571
ENSG00000230031	15	20835372
ENSG00000175768	9	37582646
ENSG00000263961	1	206053173
ENSG00000267879	19	50968193
ENSG00000198930	X	152727484
ENSG00000150672	11	83455012
ENSG00000163440	4	55556519
ENSG00000251224	3	32730635
ENSG00000213842	3	32752910
ENSG00000122692	9	33041765
ENSG00000211456	3	45689056
ENSG00000257472	14	31925801
ENSG00000129455	19	50996007
ENSG00000142623	1	17205128
ENSG00000226055	9	37878116
ENSG00000147912	9	37510892
ENSG00000006576	7	77798792
ENSG00000251012	3	119147375
ENSG00000254661	11	15910528
ENSG00000271559	13	26229332
ENSG00000229099	CHR_HSCHR6_MHC_MANN_CTG1	32679833
ENSG00000227882	13	26234213
ENSG00000223844	CHR_HSCHR6_MHC_MANN_CTG1	32682668
ENSG00000229074	CHR_HSCHR6_MHC_MANN_CTG1	32723350
ENSG00000270892	5	134863091
ENSG00000197575	5	116716243
ENSG00000251311	5	116742991
ENSG00000198049	1	206106936
ENSG00000142046	19	41350911
ENSG00000100997	20	25294742
ENSG00000159784	7	143353400
ENSG00000249150	5	116819220
ENSG00000213959	20	38614913
ENSG00000250650	5	117019548
ENSG00000124143	20	38601934
ENSG00000250949	5	117031200
ENSG00000226780	1	206117783
ENSG00000243758	5	117301104
ENSG00000274722	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54836820
ENSG00000287432	1	206147164
ENSG00000225483	1	206160887
ENSG00000213401	X	152733757
ENSG00000258474	14	31944853
ENSG00000275002	14	31964550
ENSG00000225890	CHR_HSCHR6_MHC_MANN_CTG1	32780908
ENSG00000242599	X	152733827
ENSG00000087299	14	50237563
ENSG00000285809	5	117313085
ENSG00000073111	3	127598410
ENSG00000233719	12	9641723
ENSG00000248663	5	117415509
ENSG00000272917	12	9642872
ENSG00000164893	8	86214063
ENSG00000165275	9	37753803
ENSG00000111796	12	9594551
ENSG00000231447	X	152746817
ENSG00000254892	11	119403963
ENSG00000236579	CHR_HSCHR6_MHC_COX_CTG1	29964608
ENSG00000154096	11	119415476
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33363951
ENSG00000223352	CHR_HSCHR6_MHC_COX_CTG1	29923817
ENSG00000230238	CHR_HSCHR6_MHC_COX_CTG1	29785254
ENSG00000234354	13	100539901
ENSG00000256975	12	9506347
ENSG00000256594	12	9648047
ENSG00000163249	2	207711540
ENSG00000134864	13	100530164
ENSG00000288561	15	78831041
